Scott Sunderland
Charles `Buddy' Rogers
Zelma ONeal
Albert Gran
Elle McPherson
Eduard Verkade
Lily Bouwmeester
Johann deMeester
Rini Otte
Max Croiset
Donald Ritchie
Oliver Gourmet
Jeremie Renier
Assita Ouedraogo
Emilie Dequenne
Nora Dawn
Lauren Tom
Tina Majorino
Mae Whitmman
Robin Wright Penn
Ilena Douglas
Veveka Davis
Burt Wheeler
George Renavent
Roger Gray
Harry Sweet
Clara Calamai
Juan deLanda
Elia Marcuzzo
Tina Apicella
Alessandro Blasetti
Gastone Renzelli
Sophia loren
Bjorn Andresen
Carol Andre
Marc Porel
Didier Haudepin
Rosana deSoto
Danielle vonZerneck
Danny Valdez
Alexandra Khokholva
Sergai Kamorov
Vladimir Fogel
Porfiri Podobed
JeanMarc Barr
Ernst Hugo Jaregard
Barbara Sukowa
Jorgen Reenberg
Bjork
Vladica Kostic
Cara Seymor
Peter Stormage
Haile Gebrselassie
Warren Oland
May Brian
Joseph Grehan
John Ridgeby
Herbert Robinson
Joe Downing
Joseph King
Jessie Busley
Perry Como
Sharon x
Richard Helle
Rod Gist
Patti LuPone
Daniel Hugh-Kelly
Spiros Ficas
Cyril OReilly
Nicholas kadi
Ron Joseph
Greg McKinney
Rob Moran
Mark Carlton
S.Epatha Merkerson
Evan Richards
Tracy Fraim
Randall England
Brittney Lewis
James MacKrell
Suzanne Kent
Susan Seaforth Hayes
Brynja McGrady
Don Shanks
Sam Shamstak
Fenton Terry
Alexander X
Dorian Gray
Lyn Shaw
Sophie Moreau
Elizabeth Dailey
Brad Stoll
Mike Damus
Jenny OHara
Obba Baratunde
LaTanya Richardson
Tamara Taylor
Alexis Carrington
Melanie Griffeth
Andreas Herder
Dina Leipzig
Cyrille ReyCoquis
Robert J. Steinmiller~jr.
Julia LouisDreyfus
Beatrice Fernier
Olli Dittrich
Thomas Heinze
Dirk Bach
Mohsen Ramezani
Elham Shari
William Scott
Mahlon Hamilton
Michael Elphnick
Bruce A. Young
The Drovers
Debra Monk
Marylin Stonehouse
Robie Coltrane
Goldie
Desmond Llewelyn
Robert Cummings
John Hines
David Flanagan
Bridget Brice
Diana Coupland
Dick Gautier
Henry Polic~II
David Sabin
Misty Rowe
Jane A. Johnston
Florence Desmond
Gus McNaugton
Harry Tate
Glauco Mauri
Elda Tattoli
Marushka Detmers
Federico Pizalis
Vittorio Mezzogiorno
Judy Graubert
Chistopher Collen
Jill Eisenberry
John Mehrer
Giancarlo Giannino
Marcel Bozzufi
Anibali Marchi
Christine Kaufman
John Ashton
Robert DeNiro
Pantoliano
Fames Russo
Ed Harrris
Tony Toola
Bob Affleck
Jaqueline Laurant
Marie Dea
Nathalie Nattier
Claude Romain
Luis Cseigner
Jacques Duby
Roland Lesaffre
Frankfurter
Lewis FitxGerald
Kris McQuade
Caroline Gilmer
Dorothy Cooper
David Holt
Dorothy Wilson
Wyrly Birch
Gloria Shea
William V. Mong
Gregory
Paule Meurisse
Blaine Novak
Luanne Roberts
Roland Gift
Joroen Krabbe
Harry Connick~jr
Reed Edward Diamond
Courtney Gains
Neil Giuntoli
Bernard Hughes
D.O. Stearns
F Steeky
M. Warkles
Tom Lacy
Jonah Blechman
Adele Dixon
Dante Capelli
Maria Gasperi
Maria CaseriniGasperini
V.Rossi Pianelli
Alekos Alexandrakis
Sophia Vembo
Aleka Catselli
Yannis Fertis
Manos Katrakis
Costa Kazakos
Casta Carras
Bradford Dilman
George Clutesi
Rosalind Russel
Peggy Cass
Baddy Hacken
Ai Ke\"ita
Feodor Atkine
Didier Savegain
Marieke Heebink
Mark Rietman
Arend-Andre van Noord
Meriet Kleiser
Diana Churchill
Joana
Lee H. Cobb
Chella Goldberg
Anna Laguna
Jan Azis
Mark Halsun
Jerome Robart
Isabelle Ronayette
Vanessa Larre
Pete Postlewaite
Jeff Glodblum
Terry Becker
Elisa Loti
Louise Moritz
Dean R. Brooks
Don Dacus
Dorsey Wright
Ed Norton
Judith Drake
Ming Na Wen
Natassja Kinski
Kyle Malachlan
Jonathan RysMeyers
Sean "P. Diddy" Combs
Mos Def
Milos Addica
Marcus Lyle Brown
May Zetterling
Diana Adams
Loon Askin
Margarita Lozano
Caroline Silva
Vince Bamett
Willeke van Ammelroy
Allan Cox
Lena Heady
Rhyis Ifans
Hillary Duff
Ewan McGregar
Jim Cater
Stephen Tompkinson
Jane Harrock
Brenda Bluffin
Melody Anderson
Chaim Topol
Mariangelo Melato
Patrick Barr
Raymond Huntlry
Martine Carroll
Luis Dominguin
Jose Greco
Ed Murrow
Clive Revell
Wayne Heffler
Peter Hoofer
Kenneth Gentile
Sergei Shakurov
Gabrielle Lloyd
Malcolm Terris
Wyane Sleep
Harry Rhodes
Drach~jr.
MarieJose Nat
Nathalie Roussel
John Littel
Don Costello
Virginia Farmer
Elena Vertugo
Albert Cavers
Perce Hellman
Virginia Christensen
Gil Warner
Leslie Cron
Cristine Ferrare
Jeff Cooper
Nick Thelis
Susan Forrestal
M.C. Shan
Michele Lamar Richards
Thomas Aran
Richard Birt
Dana Carvey
Roger Sloman
Richard Kane
Marion Bailey
Philip Davis
Edna Dor\'e
Heather Tobias
Claire Skinner
Jane Horrocks
David Thewil
Greg Cruttwell
Lynda Stedman
Mark Benton
Carmen Mauro
Merceds Sampietro
Suzanna Hamilton
Gregor Fisher
Susan Fleetwood
Alan Dobie
Catherine Nelson
Rex Reed
Jim Bacckus
SarahJane Farley
Griff RhysJones
Diane Qick
Stephen Keats
60
Christina Raines
Glynis Barber
Jennifer Anniston
David Herman
Stephen Root
Michael Jenn
Robert Addie
Rupert Wainwright
Grazia Cucinotta
Alexei Lyarski
Y. Valbert
Mark Troyanovski
Varvara O. Massalitinova
E. Alexeyva
V. Novikov
A. Zhukov
K. Ziubkov
D. Sagal
Mark Troyanovsky
I. Kudriatsev
. Berezovskaya
E. Liliana
F. Seleznev
I. Zarubina
D. Zerlakova
N. Valbert
S. Kayukov
Nikolai Dorokhin
Nikolai Plotnikov
D. Segal
I. Fyedotova
Lev Sverdlin
Bill Fagerbakke
Courtland Mead
Jane Higginson
Van Quattro
Brian Bremer
Amy L. Taylor
Conan Yuzna
Gerry Black
Eric Welch
Zoe Yuzna
Richard Gladstein
John Searle
Frank Bardache
Ben Keyworth
Clare Holman
Terrence Knox
Annabelle Price
Margot Rose
M.Emmett Walsh
Darrell Fetty
Jason Barnhill
E-than Randall
Sarel Bok
Tatiana Samoilova
Alexei Batalov
Ayumi Ishada
Benny Fields
Leopold Stokowski
Eleanore Whitney
Larry Adler
Louis daPron
Luis Alberni
Ben Blue
Kirsten Flagstaff
Shep Fields
Elaine Barrie
Olivia deHavillan
Don Loper
Jane Cowl
Denise Crosby
Dale Midkift
Brad Greenquist
Miko Huggins
Manuael Aranguez
Dorothee Berryman
Monique Lepage
Jochen Schroeder
HansJurgen Muller
Adriane Rimscha
G\"unther Lamprecht
Michael Latimer
Edina Ronay
Suzanna Leigh
Tony Beckley
Jimmy Handley
Victor Madden
Elis Presley
Ral Donner
Johnny Harra
Joe Esposito
Ann Meara
Andie McDowall
Candy Samples
Gheorge Muresan
Joanna Pakula
Stephen Seagall
Joanne Price
Mark Polish
Michael Polish
William Collier~jr
Jobyna Howland
Evalyn Knapp
Sheila Terry
Clarence Nordstrom
Sybil Jackson
Steffi Duna
Steffi Dunna
Van johnson
Tim Murdock
Maria Tallchief
Patty McCormick
Eilleen Heckart
Kerwin Matthews
Asha Menina
Esther Rolle
Bo Swenson
Jasmine
Sarita
Fausto Tozzi
Ivo Garrani
Ettore Manni
George OHara
Edward Crandall
Florenz Ziegfield
Jimmy Walker
Ring Lardner
Otto Kahn
Adolph Zukor
Ian McKeller
Russel Means
Joghi May
Steven Wadddington
Michal Gambon
James Foxx
Fred McCarren
Leelee Sobinsky
Rachel Saenz
Anna Cromwell
John Favereau
Ron Eldridge
Nancy McCurran
Ben Underwood
Loren J.
Laura James
Michael Schiff
Katie Hagen
Perla Walter
Benny Wills
E.Katherine Kerr
Milos Forman
Elizabeth Whitcraft
Michael Ontken
Pepe Serna
Mikki Allen
Garry Shandlng
Josh Hopkins
John DiMaggio
Bodhi Pine Elfman
J.G. Hertzler
Wayne Pere
Sheila Shaw
Liilian Roams
Josie Lawrence
Michal Kitchen
Ciaran Fitzgerald
Ruaidhri (Rory) Conroy
Brendan Gleesom
John Kavanagh
Thomas Simon
John Hannah
David Bower
Sam Kunz
Polly Kemp
Deidre Hammett
Georgina Catest
Johnnie Depp
Anu Arya Aggarwal
Lawrence Tierner
Frederic Malgras
Maria Rojo
Chico Mendes
Gertrude Olmsted
Edward Connelly
Malcom McDowell
Maynard Eziaishi
Kate Judson
Brendon Sexton
Isidra Vega
Wolfgang Liebeneiber
Luise Ullrich
Willy Eichberger
Pierre RichradWilm
Paul Croset
Louis Jordan
Marcel Journet
Daniel G\'elin
Fernand Gravey
Odette Joyeux
Madelaine Reanaud
Jean Debuncourt
Lia deLea
Will Quadflieg
Ivan Desney
Mechtild Grossman
Udo Kerr
Ina Blum
Marcelo Uriona
Gad Klein
Shelly Mars
Susie Sexpert Bright
Dominique Gaspar Mars
Fakir
John Chandos
David Hutcheson
Margot Fitzsimmons
Marin Goering
Frederic Ashton
Leonide Massine
Sybil Thorndike
Robert Rounsville
Fredrick Ashton
Ann Ayars
Sir Thomas Beecham
Saddler Wells Chorus
Annaliese Rothenberger
Shirley Ann Field
Jack Warson
Charpin
Ginette Leclerc
Charles Moulin
Leonor Manso
Mario Pasik
Alberto Benegas
Maurive Pialat
Bernard Lecoq
Alexandra London
Gerard Sety
Corinne Bordon
Elza Siberstein
Leslie Azoulot
Elisabeth Vitali
Ricard Y\~niguez
Danny delaPaz
Marta duBois
Margot kidder
Tony Azito
Thomas McCarthy
Jeffrey Nordling
Shreee North
Ina balin
Jimmy Baird
Goeoge Voskovec
Frederic March
Eduardo Ciannelli
Lou Gilbert
Bethel Leslie
Lee H. Montgomery
Timothy Blake
Remak Ramsey
Kimberlea Cloughley
Malcolm Dowell
Cary Guffey
John Hammond
Toni Hudson
Dakin Mathews
Elizabeth Hoffman
Paul Blujanik
Martha Plimpton
Harley Cross
Feodor Chaliapin
Jeannie Carson
Carl Jaffe
Nick Mancusi
Linda Boyd
Tim Henry
Indira Varmi
Ramon Tikaram
Eek-A-Mouse
Tracy Camilla Johns
Melvin VanPeebles
Tiny Lister~jr.
Dario Scardapane
Ben Lang
Margo Solin
Maxine Woods
Marc Cramer
Katerine Emery
Hope Lang
Della Varsi
Michelin Presle
Barabara Parkins
Patty Duke
Tony Scotti
Jaqueline Susann
George Grixxard
Tatum ONeil
Frank Middlemass
Clyde Jeavons
Dana WheelerNicholson
Gudrun Landgrebe
Heio vonStetten
Ann-Kathrin Kramer
x Hagen
x Tauber
Reinhold Kruppa
Hilary Dwyer
Dabney Colman
Jenny Morrison
Ron White
Suki Kaiser
Zina Bethune
Harry Northrup
George Memmoli
Amy Robinson
Shera Danese
William Tole
The band
Joni Mtichell
Van Morrison
Neil Young
Muddy Waters
Ronnie Hawkins
Dr. John
The Staples
Paul Butterfield
Neil Diamond
Emmylou Harris
x Lafaro
Jorce Brothers
Frederic deCordova
Ed Herlihy
Rick Nolte
Heather McComb
Gian Carlo Giannini
Jessie Keosian
Mae Questel
Welker White
Joseph DOnofrio
Joe Don Parker
MaryBeth Hurt
Stan Phillips
Robert de Niro
Oscar Goodman
Harriett Hilliard
Margaret Seddon
Lionel Pape
Constance Lupino
Harriet Hoctor
W. Bishop
Luella Gear
Charles Chase
Vivian Edwards
Minta Durfee
Harry Gribbon
Joe Bordeaux
Libertad Lamarque
Hugo delCarril
Jose Ollara
Orestes Caviglia
Juan Jose
Armando Boffilde Pirovano
Tino Tori
Elvira Quiroga
Eva Duarte
Jose Miguez
Ian Michael Smith
Jan Hook
Beatrice Winden
Cecily Carroll
Hugh Thomas
Peter Kelly
Brian Beben
Peter McNicol
Peter Egan
June Brown
Barabara Cupisti
Hugh Quarshie
Antonella Vitale
Clotilde Coureau
Vincent Elbas
Karin Vaud
Geraldine Pailhas
JeanMarc Bory
Aurore Clement
Anne Lonnberg
Karin Molander
Tora Teje
Anders deWahl
Roblio Provani
Canbresa Calicita
Manay Duras
Tracy Pollan
Bill Smitrovich
Meg Dotrice
Nallig Horrigan
Dewayne Jessie
Terrence `T.C.' Carson
Blanch Baker
Lucinda Jenny
Tracey Kapisky
Ixabella Scupperea
Tchecky Karyo
Samantha Bond>
Matt Litcheck
Lawrence Gilliard
Mark Malone
Matty Rich
George T. Odom
Ann D. Sanders
Glynn Thurman
Martin Vignover
Shizuko Hoshi
Danny Kameakona
Patty Yatsutake
Takago Fisher
Ken Narasaki
Donald pleasence
Walter Crisham
Mathiau Kassovitz
Julie Mauduech
Hubert Kounde
Fedja van Huet
Betty Shuurman
Lena Stolze
Elisabeth Berkin
HansRichter Mueller
Harry Baird
Nicole Beringer
Simon Chuckster
Hubert Scales
John Dullaghan
Wes Gale
Niva Rochelle
Rhetta Hughes
Megan Van Peebles
Max Van Peebles
Shelley Burch
Richard Barboza
Laura Lane
Dewar Zasee
Kim Smith
Angela Clark
Herbert Heyes
Alistair Cooke
Sophia Loran
Bob Crosby
Dana Winter
Alan Cuthbertson
Baccaloni
Jimi Hendriks
Joe Cocker
Janis Joplin
Creedence Clearwater Revival
Richie Havens
Lavonne Paire Davis
Helene Weigel
Gunther Kieslich
Heinz Giese
Marc Richter
Eric Stern
Joan Hotchkis
Sandy McPeak
Wu Xiao Tong
Asuka Okasaka
Hiroshi Fuijooka
Qian Po
Gu Xioa Tong
Cloe Sevigny
Richard Brando
Koji Yakusho
Anita Bjork
Gunnar bjornstrand
Chrissie Cotterill
Vernon Gray
Caterina Sylos Labini
Heidi Komarek
Patrizio Roversi
Jerry Springer
John Favreau McDormand
Kurt Cobain
Rozz Rezabeck
Hank Harrison
Trisha Todd
Robin Askwith
George Layton
Robin Nedwell
Alan Devlin
Peter Caffrey
Brain Glover
Sarah Patterson
Micha Bergese
Cathy Tyson
Ron McAnnely
James Rosso
Bevery DAngelo
Lorraine Pilkinton
Jaye Davidson
Lian Wilson
Eamonn Owens
Aisling OSullivan
Alen Boydle
Sinead OConnor
Sam Bould
Henry Jay Jones
Jayne Regan
William vonBrincken
John Bleifer
Robert Kent
Mary Macguire
Virginia Fields
June Gale
Billie Seward
Jack Moss
Johnny Crawford
Pat Hogan
Bobby Crawford
George Lewis
Stanley Smith
Gus Shy
Mary Lawlor
Dorothy McNutty
Laurence
Ian Holme
Amanda Schull
Zoe Soldana
David Gennan
Ethan Stiefel
Sacha Radetsky
Ilia Kukk
Julie Kent
Tania Brown
Patti dArbanville
Joseph Maher
Pierre Brossman
Helena Mitchell
Jalagra
Darip
Kawali Singh
Leonoard Nimoy
Nichel Nichols
Lucien John
David Gulpilil
Quentin Dean
James Patterson
Rosalind Harris
Michelle Marsh
Neva Small
Candy Bonstein
Louis Zorich
Ted Nealey
Carl Anderson Nealey
Yvonne Elliman
Bob Bingham
Paul Thoma
Antonia Minelli
Adolph Ceasar
Wesly Snipes
Yvette Vickers
Otto Waldis
Roy Gordon
Admiral Nimitz
Mark Dignum
Patrick Dempsy
Lisa Bonet
Bernadette LaFont
Adolph Gance
Madchen Amick
Frederic Lehne
Matt Malloy
Leslie Neilson
Fay Harrison
Edward Jerom
Doris Llloyd
Karl Davis
George Greico
David Fresco
William Hansen
Brian G. Hutton
Gordon Wynn
Tyler McEvey
William Challerel
Anne Anderson
Harris
Dorothy L.
Peter Lazer
John Craven
Karl Swanson
Sal Ponti
Rusty Lee
Phil Philips
Dudley Manlove
Maurice Manson
Ron Nicholas
Joan Dennis
Caroline Kearney
Frank Milan
Tom Gillerau
Larry Perron
Roger DeKoven
Keith Bitter
Adeline Pedroza
Florence MacMichael
Jeno Mate
Pina Pellicier
Larry Domansin
Anna Louise Hessing
Soren Ostegarg
Bithe Neumann
Waage Sando
Nancy Lohan
Lisa Ann Walters
Baby LeRoy
Jean Rouverol
Julian Madison
Tommy Bupp
Jaqueline White
The Goldwyn Girls
The Wiere Brothers
Jack Searle
Joe Vitale
Charles Towbridge
Primo Carnera
Elena Sofonova
Pina Cei
Vsevolod Larionov
Joan Freeman
Norman Maurer
Paul Farrell
Harry Hutchinson
Tony Quinn
Doug Chapin
Lynne Moody
Jospph dellaSorte
Brian ODell
Joey Camen
Bill Forsythe
Deborah vanFalkenburgh
Yvette Mimiieux
Catherine Oxenburg
Vanessa Wiliams
Carrie Hamilton
Clarice Blackburn
Marita Geraghty
Caroline Aaron
Kathy Ann Najimy
Danny Zorn
Estelle Harris
Sidney Armus
David Eisner
Ross Malinger
Ross Malinge
Greg Kinneaer
Robert Cochran
Hal Gordon
Ronald Simpson
Eido Matsuda
Takahiro Tamura
Kelly Thordsen
Parley Baer
Lesley Ann Warrnen
Basil rsthbone
Mildred Parker
Maureen oHare
Dick Ryan
Hadda Brooks
Jeff Dinnell
Sibham McKenna
Robert Helpman
Jaques Sernas
Mark Lamos
Stephen Caffrey
Canmpell Scott
Sydney Walker
Jean-Pierre Aumont
Lovelady Powell
Geoge Tobias
Tracy Ullman
Vincent dOnofrio
Lilly Taylor
Robert Coogan
Jackie Searl
Junior Durkin
Arthur Pierson
Jean Miljan
Casa
Jay Henry
George Breakston
Bong Crosby
Amos'n Andy
The Nichols Brothers
The Vienna Boys Choir
Marcia Mae Jones
Jackie Moran
sidney Miller
Micker Roony
Jackie Butch Jenkins
Nancy Walters
John Archer
Peggy Ann Gardner
Hilda Simms
Orson Bean
Maria Pavan
Portland Mason
Sandy Descher
Mickey Maga
Joseph Sweeney
DeForest Kelly
Ruth Clifford
Phyllis Grafeo
Geraldine Wall
Harry Ellerbe
Elena Shakova
Elena Shiffers
Shu Qi
Jason Chang
Savas Yurttas
Sevda Furdag
Thomas Langmann
Maggie Cheung
Terrence Stamp
Annie McEnroe
Suzen Murakoshi
Ron Kovic
Kathlenn Quinlan
Debby Reynolds
Saul Ruben
Tony Lo Bianco
Brian Bedford
Fyusdh Finkel
Richard M. Nixon
Vera Caspary
Ricard Haydn
Murvyn Vrye
Marilyn Horne
LaVerne Hutcherson
Olga James
Joe Adams
Carmen deLavallcade
Archie Savage
Arnold Stang
Robert Stauss
Shorty Rogers
His Giants
Ben Gazzarra
Brooks West
Ned Weaver
Royal Beal West
Mrs.~Joseph L. Welch
Robert moore
Richard Vernon
Joop Doderer
Anna Patrick
Gabriele Fezetti
Pier Vaneck
Helge Jordal
Hans Ola Sorlie
Fortunio Bomanova
Oliver de Rios
Jerome Tata
Manuel PretoManuel Preto
Manuael Jacare
Francesca Moreira de Silva
Phillip Marrivale
Dan Oherlihy
Michael MacLiammoir
Robert Cook
Michael Lawrence
Norman Rodway
Fernado Rey
Eva Mattes
J\"urgen Arndt
Jack Palence
Georges Aquilon
Darron Flagg
G.Smokey Carpbod
Ronald Lee Jarro
Alan S. Craig
Christine Kaufmann
kd. Laing
Rosel Zech
Mary Steenbugen
Kathleen McGuire
Michael Kahn
Russell Johnson
George Breslin
Betty Woods
Roy Damour
Barbara Cook
Jenifer Lea
Milo Ross
Fred Kruger
Robert Carson
Robin Morse
John Verros
Norma Eberhardt
Lita Malin
Abby Dalton
Barbara Bostock
Richard Sheppard
Kathryn Bard
Valerie Cossart
Joe Maross
Arthur Marshall
John McInire
Paul E. Burns
James K. Best
Frank Mitchell
Liam Sullivan
Sal Porto
Jack Liveey
Ronnie R. Randall
Laurie Main
Jill Livesey
Leslie Neilsen
Bernard Katz
Harold Stone
Glenn Cannon
Tom Begley
Carol Grace
Bernard Fein
Robert Reese
George Kane
Susan Beggs
Sarah Shane
Richard Carlyle
Stacy Harris
Paul Comi
Ann Gardner
John Lupton
Susan oliver
Barbara Billingsley
Eva Siva
Olvido Gara
Antonio Banderos
Manuela Velasco
Bibi Andersen
Julietta Serrano
Loles Leon
Lola Cordona
Miguel Bosd\'e
Mairata Obsiedo
Veronica Forque
Alex Casanovas
Marisa Parades
Imanuel Arias
Roissy de Palma
Chus Lampreave
Javier Barden
Pepe Sancho
Maria Paredes
Candela Pena
Antonia SanJuan
Irene Ware
Ettore Garofolo
Enrique Irazoqui
Susanna Pasolini
Mario Socrate
Dwier Brown
Michael E
Dadon
Jesse Bradshaw
Ann Ruymen
John Ventantonio
Lucille Benson
Rebecca Shaeffer
Andrea Stein
Jim Turner
Leland Orser
Madeleine Solange
Georges Marchal
Janet Carroll
Sarah Partridge
Tim OKelley
Nancy Hsueh
Mike Farrell
Sharon Taggart
Jane Hitchcock
George Morfogan
Tom Wilknson
Hugo Speer
Emily Woof
William Shappe
Lesley Sharpe
Deidre Costello
Eldon Henson
Gert Froebe
Sheila Brennan
John Roanne
Gosia Dobrowolska
Beth Champion
Claudia Karvan
Leon Quartermaine
Henry Ainley
Mackenzie Ward
Romney Brent
Joyce Bland
Sidney Fairbrother
Philippe Lemaire
Francois Dorleac
Michael Pertwee
Sue Wallace
Geraldine Griffeth
Karen Meagher
Ron Bain
Alun Lewis
Lawrence Olivier
Tom Fleming
Patrick Macgee
Robert LangdonLloyd
Miriam Goldschmidt
Antonin StahlyVishwanathan
Mamadou Diome
Paul Daniels
Emelio Estavan
Tracy Smith
Marg Helgenberger
Rixhard Dean Anderson
Sandor Eles
Derek Godfrey
Pierre Etaix
Loriot
Non Zammit
Mark Blum
Ed ONeill
Christen McDonald
Ari Megro
C.D. Daley
Jobeth Williams
Alberto Nepoti
Ernesto Vaser
Enrico Gemelli
Venessa Angel
Jim Carey
Anne Louise Lambert
Neil Cunningham
Hugh Fraser
Dave Hill
Eric Deacon
Geoffrey Copleston
Francesco Carnelutti
Vanni Corbellini
Marino Mase
Julian Jenkins
Alfredo Varelli
Jason Edwards
Alan Howard
Michel Clark
Isabelle Passo
Mark Rylance
Jonathan Lacey
Ken Ogata
Yoshi Oida
Anni Shizuka
Natacha Amal
Conrad janis
Morgan Farley
Aldo Puglisi
Saro Urzi
John Teague
A.E. GouldPorter
Milly Glessing
Richard Longman
David Janti
Daniele deMetz
Robert P. Richards
William Greene
Fred Caterina
Paul Altmond
Wilhelm Dieterle
Mandi Patinkin
Ricard Gere
Marylin Monroe
Kathie Brown
George Lindsay
Rod Mudlinar
Joshua Tilden
George Shevtsov
Michael Long
Dolly Walker
Irene Fox
Marnie Patterson
Yuri Borienko
Bernard Horsfall
Besie Love
Catherina vonSchell
Dani Sheridan
Mona Chong
Anouska Hempel
Ingri Black
Zara
Sylvana Henriques
Helena Ronee
Geoffrey Cheshire
Irvin Allen
Terry Mountain
James Bree
Virginia North
Steve Plytas
Stratford Johns
Alex Winter
Taj Mahal
John Enroe
Jonathan Gries
Pam Dawber
James B.Sikking
Don Calfa
Gloria Ruben
Alexandra Schmitt
Ilse Trautschold
Holmes Zimmermann
Friedrich Gnass
Gustav Bienert
Emmet Walsh
eskimos
Mary Jo Deschanel
Levon Helm
Jane Dornacker
Robert Beer
Chuck Yeager
Peggy Davis
David Gennon
Jan Nemec
Don Phillip xx
Tatjana Patitz
CaryHiroyuki Tagawa
Tia Carriere
Brenda Sykes
Luc Thullier
Luc Wilms
Jan Rochefort
Catherine Roquefort
Jaques Perrin
Marianne Lofgren
Marianne Aminoff
Olof Widgren
Carl Goodner
Giulio Manieri
Omero Antonutti
Joaquim deAlmeida
Desiree Becker
Claudio Bigali
Ciro Esposito
Elisa Giani
Juan Jose Gurrola
Billie Crystal
Eddie Benton
Suan Anspach
Erin OReilly
Margaret Sophie Stein
Phil Leeds
Betsy Mazursky
Cazz Palmieri
Arden Smith
Paul Reyolds
Chris Eccleston
Mark McGann
Julliette Lewis
Donald Lyons
Geraldine Smith
Jane Forth
Candy Darling
Jackie Curtid
Arno Juerging
Maxime McEnery
Patrick Shoene
Christina Indri
Faith Brooks
Barry John
Protima Bedi
Nina Meurisse
Morgane More
Simon REgianni
Henry Fonda\
Penelope Anne Miller
Alice Drummond
Jon Livitz
Freddie Simpson
Bitty Schram
Gegory Hines
Jon deVries
Jennifer Conelly
Joanna Going
Sophie Thompson
Brid Brennan
Al Karth
Janice McTeer
Greg Germann
Ray Baker
Bastian Bodenhoffer
Maria Izquierdo
Hector Noguera
Tito Bustamantes
Elsa Poblete
Ximena Rodriguez
Sino\"el
Pierre pi\"eral
Morris Day
Jerome Benton
The Time
Jill Jones
Mavis Staples
Ingrid Chavez
Adam Robert Worton
Jacob Joseph Worton
Merret Oppenheim
Renate Steiger
x Miranal
Salvatore x
Sheila McCarthy
AnneMarie McDonald
John Evans
Brenda Kamino
Richard Monette
Maurice Godin
Harold Pinter
Embeth Davitz
Harry Rosenthal
Frank C. Moran
Al Bridge
Frank Moran
Martha ODiriscoll
Sig Arno
Alan Bridge
Robert Dudley
Georgia Caine
Julius Tannen
Catherine Boyl
NoelNoel
Genevieve Brunet
Leonard Gaines
Pa Zadora
Anna Nicole Smith
Vanna White
Frances Howard
Rachel Ticotin
Jim Varney
John Matshikiza
Sam McNeil
Geraldine McEwan
Jessica Capshaw
Sasha Spielberg
Claude Laydu
Fabrizio Mione
Csontos
Mate
Kerlly LeBrock
Stan Shard
Dina Menell
Cindy Shittmein
Halo Qualteppe
Geron Duda
Eug\`ene Deckers
Tonny Huurdeman
Hans vanTongeren
Renee Soutendijk
Jeanne Triplehorn
Dorithy Malone
Pyotr Zaichenko
Henrik Galeen
Dick Anthony Williams
Terry Camillieri
Melissa Jaffa
Kevin Miles
Gulpilil
Nandjiwarra Amagula
Olivia Hamnett
Robert grubb
Tim McKenzie
Bembol Rocco
Alexander Godunov
Gale Hansen
Larry Wright
AndieGregg Edelman
E-than Phillips
Robert Prosby
Dianne Chritenden
Jan Gontic
Natascha McElhorn
x Taylor
Thomas DeLonge
Mark Hoppus
Sean W. Scott
Molly Cheek
Cliff Richards
Lauri Peters
Una Stubbs
Teddy Green
Helena Carroll
D.B. Sweeny
Ellen Burstein
Joanne Cusack
Mia Ottell
E.Murray Abrahams
Laila Robbins
Badja Dialo
Peter Redford
Donald Wildmon
Christie Hefner
Doug Fisher
Walter Cotell
Tony Allyn
Steven Wright
Robert dNiro
Sherma Lagoo
Terence Mann
Cameron English
Sophie Mgcina
Joseph Marcell
Josette Sino
Milla Josovich
Mackenzie Aston
Ingrid Lang
Anne Gadepeau
John Dunn Hill
Pahcoke
James McEachin
Laurette Spang
Eve Gray
Ellis Irving
Edd Byrnes
Aloce Ghostley
Sha Na Na
Barry Pearl
Michael Tucci
Jesse Birdsall
Daniel Shalikar
Joshua Shalikar
Lloyd E. Bridges
Keri Rissell
Carol Linley
Stephen Joyce
Frank Marlowe
Steve Ihnat
Theresa Wright
Nanette fabray
Hugh Millais
Nina vanPallandt
Ann Prentiss
Joseph Walsh
Amy Stryker
Wladimir Yourdanoff
Johanne terSteege
Hans Kesting
Jip Wijngaarden
Bernadette Giraurd
Whoopie Goldberg
Lilie Tomlin
Brion James
Dean Stockell
Angela Hall
Zane Cassidy
Mathew Modine
Sophie Loren
Nancy Nash
Melvin Poupaud
Ann Poirot
Ann Parillaud
Lee Ann Fleck
Peter Hammond
Richard Hearne
John Pertwee
Taine Ely
Charles Heslop
Ann Michele
Patricia Haines
Julanna Johnston
Etta Lee
Paul Kelley
Pricilla Lane
Edward Keane
Elliott Sullivan
Bert Hanlon
George Humbert
Ben Weldon
Charles Wilson
Artthur Kennedy
Stanley ridges
Hattie mcDaniel
Ronald Sinclair
Pat OMoore
Max Steiner
Richard Newton
Shelton Knaggs
James Whitney
Efren Zimbalist~jr.
Joe Bologna
Hope Alexander-Wells
Arnold Johnson
Laura Greene
Stan Gottlieb
Alan Arbus
Alan Abel
David Kirk
Robert Downey
George Marshall
Spunky-Funk Johnson
Pepi Hermine
Ruth Hermine
Jeff bridges
Joanne Cassidy
Sara Botsford
